ServiceApprovalNumber,ServiceName,ProviderApprovalNumber,ServiceType,ServiceAddress,Suburb,Postcode,Phone,Fax,Email Address,NumberOfApprovedPlaces,OverallRating,lat,lng,ProviderLegalName,state,country
SE-00002665,Wendouree Childrens Services,PR-00001336,Centre,Cnr Norman and Daffodil Streets,WENDOUREE,3355,0353208200,0353208201,melissalloyd@ballarat.vic.gov.au,75.0,Meeting,-37.5320493,143.8219272,Ballarat City Council,Vic,Australia
SE-00004835,YMCA Ballarat - Our Lady Help of Christians OSHC,PR-00002502,Centre,482A Gillies Street,WENDOUREE,3355,0418308970,,ballarat.olhcoshc@ymca.org.au,45.0,Not,-37.5248982,143.8249435,Young Mens Christian Association Of Ballarat Inc,Vic,Australia
SE-00004082,Centre for Early Education,PR-00002098,Centre,201 Forest Street,WENDOUREE,3355,03 5338 0771,,Koren.Naylor@bgs.vic.edu.au,171.0,Exceeding,-37.5398068,143.8313812,Ballarat and Queen's Anglican Grammar School,Vic,Australia
SE-40001303,Camp Australia - Ballarat Grammar School OSHC,PR-00002539,Centre,"Ballarat Grammar School, 201 Forest St",WENDOUREE,3355,1300105343,,opsadmin@campaustralia.com.au,57.0,Meeting,-37.5356427,143.8319099,Camp Australia Pty Limited,Vic,Australia
SE-00004762,Goodstart Early Learning Wendouree,PR-00001129,Centre,1122 Howitt Street,WENDOUREE,3355,03 5339 1311,,wen@goodstart.org.au,60.0,Exceeding,-37.5395497,143.8322779,Goodstart Early Learning Ltd,Vic,Australia
SE-00002642,Lindenow & District Kindergarten,PR-00001950,Centre,152 Main Road,LINDENOW,3865,03 5157 1458,,lindenow.kin@kindergarten.vic.gov.au,25.0,Meeting,-37.7998445,147.4563224,Lindenow & District Preschool Inc,Vic,Australia
SE-00002644,Ballan & District Preschool,PR-00001856,Centre,88 Simpson Street,BALLAN,3342,0353681228,0353681228,ballan.kin@kindergarten.vic.gov.au,59.0,Exceeding,-37.598674,144.2235133,The Ballan & District Preschool Centre Inc,Vic,Australia
SE-00004166,Ballan Childcare Centre,PR-00006971,Centre,88A Simpson Street,BALLAN,3342,0353681811,0353681818,glendaf@bdhc.com.au,50.0,Not,-37.598353,144.2235102,Ballan & District Soldiers Memorial Bush Nursing Hospital & Hostel Inc,Vic,Australia
SE-00006111,Ballan and Gordon Outside School Hours Care,PR-00003073,Centre,Duncan Street,BALLAN,3342,0498638718,,ferguson.julie.e@edumail.vic.gov.au,30.0,Not,-37.601316,144.2307026,Ballan Primary School Council,Vic,Australia
SE-00002831,Mt Clear Community Kindergarten,PR-00002232,Centre,2 Dallas Avenue,MOUNT CLEAR,3350,03 5330 1447,03 5330 2447,mt.clear.community.kin@kindergarten.vic.gov.au,66.0,Exceeding,-37.6075199,143.8682144,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-40008512,Bluebird Early Education Mt Clear,PR-00000898,Centre,26 Olympic Ave,MOUNT CLEAR,3350,0353301222,,regulatorysupport@g8education.edu.au,126.0,NA,-37.6085184,143.8733012,G8 Education Limited,Vic,Australia
SE-00004718,Goodstart Early Learning Mount Clear,PR-00001129,Centre,1108 Geelong Road,MOUNT CLEAR,3350,03 5330 2677,,mcl@goodstart.org.au,105.0,Not,-37.5971126,143.8673353,Goodstart Early Learning Ltd,Vic,Australia
SE-00002962,Creswick & District Preschool,PR-00002232,Centre,24 Victoria Street,CRESWICK,3363,03 5345 1164,03 5345 2274,creswick.kin@kindergarten.vic.gov.au,55.0,Meeting,-37.423092,143.89079,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00005983,Creswick Childrens Services,PR-40001112,Centre,7 Andrew Street,CRESWICK,3363,0353452555,,compliance@affinityeducation.com.au,84.0,Not,-37.420786,143.8863077,Affinity Education Group Limited,Vic,Australia
SE-00002990,Daylesford Preschool,PR-00002232,Centre,64 Central Springs Road,DAYLESFORD,3460,03 5348 2011,,daylesford.kin@kindergarten.vic.gov.au,39.0,Exceeding,-37.3436411,144.1410957,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00002991,Daylesford Community Child Care,PR-00001459,Centre,81 West Street,DAYLESFORD,3460,03 5348 3702,0353484106,dccc@daylesfordchild.org.au,60.0,Meeting,-37.3423699,144.1380094,Daylesford Community Child Care Centre Inc,Vic,Australia
SE-00004986,Daylesford Family Day Care,PR-00001459,Family,81 West Street,DAYLESFORD,3460,03 5348 3272,03 5348 4106,fdc@daylesfordchild.org.au,,Not,-37.3423699,144.1380094,Daylesford Community Child Care Centre Inc,Vic,Australia
SE-00005525,Daylesford Outside School Hours Care,PR-00001459,Centre,56 Central Springs Road,DAYLESFORD,3460,0353481940,0353484106,dccc@daylesfordchild.org.au,40.0,Not,-37.3441503,144.1448467,Daylesford Community Child Care Centre Inc,Vic,Australia
SE-00002992,Hepburn Kindergarten,PR-00002232,Centre,2 Golf Links Road,HEPBURN SPRINGS,3461,03 5348 3750,,hepburn.kin@kindergarten.vic.gov.au,26.0,Exceeding,-37.3108784,144.1334875,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003337,Trentham Kindergarten,PR-00002232,Centre,6 Bridge Street,TRENTHAM,3458,03 5424 1543,,trentham.kin@kindergarten.vic.gov.au,27.0,Meeting,-37.3887438,144.3269598,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003678,Sebastopol West Kindergarten,PR-00002232,Centre,180 Grant Street,SEBASTOPOL,3356,03 5335 6263,03 5335 6263,sebastopol.west.kin@kindergarten.vic.gov.au,26.0,Meeting,-37.6009732,143.8312378,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003679,Sebastopol South Kindergarten,PR-00002232,Centre,187 Spencer Street,SEBASTOPOL,3356,03 5335 7079,03 5336 4375,sebastopol.south.kin@kindergarten.vic.gov.au,45.0,Meeting,-37.6043385,143.8381372,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-40006497,Phoenix Kindergarten,PR-00002232,Centre,Hertford St,SEBASTOPOL,3356,0457809020,,phoenix.kin@kindergarten.vic.gov.au,66.0,Exceeding,-37.5862231,143.8334003,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003680,Sebastopol Early Education Centre,PR-00001796,Centre,254-256 Vickers Street,SEBASTOPOL,3356,03 5335 9509,,sebasccc@ncable.net.au,44.0,Meeting,-37.5926247,143.8385585,Sebastopol Early Education Centre Incorporated,Vic,Australia
SE-00004555,Cherish Early Learning Centre,PR-00002548,Centre,12 Vale Street,SEBASTOPOL,3356,03 5336 4430,03 5336 4420,jaime@cherishelc.com.au,92.0,Meeting,-37.6042813,143.8387575,Clayamber PTY LTD as Trustee of the McManus Trust,Vic,Australia
SE-40007259,United Children - Ballarat,PR-40008649,Centre,89-93 Albert St,SEBASTOPOL,3356,5303 0242,,ballaratsouth@unitedchildren.com.au,130.0,Not,-37.5899655,143.8412998,UNITED CHILDREN PTY LTD,Vic,Australia
SE-00003793,Clunes & District Preschool Centre,PR-00002232,Centre,109 Fraser Street,CLUNES,3370,03 5345 3228,,clunes.district.kin@kindergarten.vic.gov.au,25.0,Exceeding,-37.297431,143.7891695,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003962,Wallace & District Kindergarten,PR-00002232,Centre,729 Bungaree-Wallace Road,WALLACE,3352,03 5334 0268,03 5334 0650,wallace.kin@kindergarten.vic.gov.au,32.0,Exceeding,-37.554868,144.0498604,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003964,Woady Yaloak Kindergarten,PR-00002232,Centre,25 Pitfield Road,SCARSDALE,3351,03 5339 5055,,woady.yaloak.kin@kindergarten.vic.gov.au,27.0,Meeting,-37.671079,143.6544742,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00003965,Delacombe Community Kindergarten,PR-00002232,Centre,105 Whitelaw Avenue,DELACOMBE,3356,0353362316,0353362316,delacombe.community.kin@kindergarten.vic.gov.au,55.0,Meeting,-37.5804041,143.8187296,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00005442,YMCA Ballarat - Delacombe OSHC,PR-00002502,Centre,Nandiriog Drive,DELACOMBE,3356,0439662499,,delacombe.asc@ymca.org.au,45.0,Meeting,-37.5830359,143.8181211,Young Mens Christian Association Of Ballarat Inc,Vic,Australia
SE-00004685,Goodstart Early Learning Delacombe,PR-00001129,Centre,904 Glenelg Hwy,DELACOMBE,3356,03 5336 1296,,del@goodstart.org.au,145.0,Exceeding,-37.5869486,143.8252641,Goodstart Early Learning Ltd,Vic,Australia
SE-40006983,Happy Jacks Learning & After Care,PR-40006545,Centre,1 Icon Dr,DELACOMBE,3356,0353320146,,info@happyjacksplay.com.au,50.0,NA,-37.5694338,143.8048924,Happy Jack's Ballarat Pty Ltd ATF Happy Jack's Unit Trust,Vic,Australia
SE-40010940,United Children - Ballarat South West,PR-40013205,Centre,199 Smythes Rd,DELACOMBE,3356,0403617455,,margo@unitedchildren.com.au,100.0,NA,-37.5889937,143.8144276,UNITED CHILDREN BALLARAT PTY LTD,Vic,Australia
SE-40012422,Delacombe Primary School,PR-40014814,Centre,110-120 Greenhalghs Road,DELACOMBE,3356,0353356103,,delacombe.ps@edumail.vic.gov.au,44.0,NA,-37.5855576,143.8178229,DELACOMBE PRIMARY SCHOOL COUNCIL,Vic,Australia
SE-00003966,Haddon Preschool Centre,PR-00002232,Centre,28 Haddon-Windermere Road,HADDON,3351,03 5342 4817,03 5342 4817,haddon.kin@kindergarten.vic.gov.au,29.0,Meeting,-37.5881341,143.719662,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00005898,Haddon Community Childcare,PR-00002232,Centre,Sago Hill Road,HADDON,3351,0419384901,,haddon3kocc@gmail.com,23.0,Meeting,-37.5801783,143.7330727,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00006063,Waubra Childrens Service,PR-00002232,Centre,2091 Sunraysia Highway,WAUBRA,3352,03 5343 5058,,waubra.kin@kindergarten.vic.gov.au,30.0,Meeting,-37.3557104,143.6351734,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00006124,Beaufort Early Childhood Centre,PR-00002232,Centre,13 Park Street,BEAUFORT,3373,03 5349 2185,,elizabeth.watkin.kin@kindergarten.vic.gov.au,57.0,Meeting,-37.4387279,143.3820886,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-40003383,Midlands Kindergarten,PR-00002232,Centre,1015 Armstrong St N,BALLARAT NORTH,3350,0353326142,,midlands.kin@kindergarten.vic.gov.au,66.0,Meeting,-37.5406232,143.859856,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-40005641,Ballarat Fidelity Club Early Learning Centre,PR-00002232,Centre,212 Ripon St South,BALLARAT CENTRAL,3350,,,fidelity.club.kin.green@kindergarten.vic.gov.au,18.0,Meeting,-37.5651209,143.8383,Eureka Community Kindergarten Association Inc,Vic,Australia
SE-00002654,Black Hill Kindergarten,PR-00002162,Centre,602 Sherrard Street,BLACK HILL,3350,03 5332 7849,,black.hill.kin@kindergarten.vic.gov.au,25.0,Not,-37.5495966,143.8698721,Black Hill Primary School,Vic,Australia
SE-00004387,Kardinia Childcare and Kindergarten,PR-00002404,Centre,5-31 Anakie Road,BELL POST HILL,3215,03 5278 6481,03 5278 6549,geelong@kardiniachildcare.com,305.0,Meeting,-38.1141514,144.3303418,Kardinia Childcare Inc,Vic,Australia
SE-00002923,Bell Post Hill Kindergarten,PR-00001533,Centre,58 Ernest Street,BELL POST HILL,3215,03 5278 3817,03 5278 1727,bell.post.hill.kin@kindergarten.vic.gov.au,60.0,Meeting,-38.1004474,144.3275344,Bethany Kindergarten Services Limited,Vic,Australia
SE-00002933,Covenant College Kindergarten,PR-00001531,Centre,Creamery Road,BELL POST HILL,3215,03 5278 5122,03 5272 2254,administration@covenant.vic.edu.au,30.0,Exceeding,-38.0984639,144.3161504,Geelong Association for Parent Controlled Christian Education,Vic,Australia
SE-00004235,Kardinia International College Kindergarten,PR-00001861,Centre,29-31 Kardinia Drive,BELL POST HILL,3215,0352789999,0352789529,d.fitzgerald@kardinia.vic.edu.au,75.0,Meeting,-38.1095621,144.3272815,Kardinia International College (Geelong) Ltd,Vic,Australia
SE-00005445,Camp Australia - Kardinia International College OSHC,PR-00002539,Centre,29-31 Kardinia Drive,BELL POST HILL,3215,1300105343,,opsadmin@campaustralia.com.au,49.0,Meeting,-38.1095621,144.3272815,Camp Australia Pty Limited,Vic,Australia
SE-00005491,Camp Australia - Rollins Primary School OSHC,PR-00002539,Centre,Wolseley Grove,BELL POST HILL,3215,1300105343,,opsadmin@campaustralia.com.au,40.0,Meeting,-38.1015831,144.3282013,Camp Australia Pty Limited,Vic,Australia
SE-40003480,Kardinia Childcare and Kindergarten Warrnambool,PR-00002404,Centre,20 Tylden Street,DENNNINGTON,3280,0352153960,,warrnambool@kardiniachildcare.com,98.0,Exceeding,-38.3563062,142.4412036,Kardinia Childcare Inc,Vic,Australia
SE-00002667,Inverleigh Kindergarten,PR-00002235,Centre,23 Dundas Street,INVERLEIGH,3321,0352651307,0352651307,inverleigh.kin@kindergarten.vic.gov.au,30.0,Exceeding,-38.1027619,144.0590417,Golden Plains Shire Council,Vic,Australia
SE-40005665,Camp Australia - Inverleigh Primary School OSHC,PR-00002539,Centre,54 High St,INVERLEIGH,3321,1300105343,,opsadmin@campaustralia.com.au,38.0,Meeting,-38.1010139,144.054708,Camp Australia Pty Limited,Vic,Australia
SE-00003958,Teesdale Childrens Centre,PR-00002235,Centre,1107 Bannockburn-Shelford Road,TEESDALE,3328,0352815488,0352815488,teesdale.cc@kindergarten.vic.gov.au,33.0,Exceeding,-38.0286468,144.0476675,Golden Plains Shire Council,Vic,Australia
SE-00005772,Teesdale Primary School Combined OSHC,PR-00003041,Centre,Main Road,TEESDALE,3328,0352815218,,teesdale.ps@edumail.vic.gov.au,30.0,Not,-38.0289829,144.0565896,Teesdale Primary School Council,Vic,Australia
SE-00004094,Rokewood Kindergarten,PR-00002235,Centre,Aitchison Street,ROKEWOOD,3330,0353461276,0353461596,rokewood.kin@kindergarten.vic.gov.au,25.0,Meeting,-37.9030862,143.7222517,Golden Plains Shire Council,Vic,Australia
SE-00004155,Bannockburn Childrens Service,PR-00002235,Centre,2 Pope Street,BANNOCKBURN,3331,0352207175,0352207100,enquiries@gplains.vic.gov.au,146.0,Meeting,-38.0507285,144.1726649,Golden Plains Shire Council,Vic,Australia
SE-00005057,Golden Plains Family Day Care,PR-00002235,Family,2A Pope Street,BANNOCKBURN,3331,0352207230,0352207296,enquiries@gplains.vic.gov.au,,Not,-38.0507199,144.1733107,Golden Plains Shire Council,Vic,Australia
SE-40009184,Bannockburn YMCA Before & After School Program & Bannockburn YMCA Holiday Program,PR-00001946,Centre,139 Milton Street,BANNOCKBURN,3331,0383710500,,childrensservices.vic@ymca.org.au,120.0,NA,-38.0410575,144.161974,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-40009769,Bright Minds Early Learning Centre Bannockburn,PR-40010316,Centre,17 Archer Way,BANNOCKBURN,3331,,,enquiries@brightmindsearlylearning.com.au,167.0,NA,-38.0441741,144.1642645,Bright Minds ELC Bannockburn Pty Ltd,Vic,Australia
SE-40004564,Meredith Kindergarten,PR-00002235,Centre,4 Russell St,MEREDITH,3333,0352860722,,meredith.kin@kindergarten.vic.gov.au,34.0,NA,-37.842859,144.078464,Golden Plains Shire Council,Vic,Australia
SE-00011387,Meredith Primary School Council,PR-00006574,Centre,Wallace Street,MEREDITH,3333,0352861313,0352861484,meredith.ps@edumail.vic.gov.au,40.0,Meeting,-37.8468103,144.0766916,Meredith Primary School Council,Vic,Australia
SE-00002668,Moriac Kindergarten,PR-00001691,Centre,7 Clerke Court,MORIAC,3240,0352662160,0352661420,moriac.kin@kindergarten.vic.gov.au,29.0,Exceeding,-38.2428728,144.168755,Moriac Preschool Centre Inc,Vic,Australia
SE-00006005,Moriac Primary School Out Of School Hours Care (After Care),PR-00003031,Centre,785 Hendy Main Road,MORIAC,3240,03 5266 1298,03 5266 2019,moriac.ps@edumail.vic.gov.au,50.0,Meeting,-38.2416065,144.1754428,Moriac Primary School,Vic,Australia
SE-00002669,Anglesea Kindergarten,PR-00001839,Centre,McMillan Street,ANGLESEA,3230,0352631376,,anglesea.kin@kindergarten.vic.gov.au,55.0,Exceeding,-38.4113131,144.1802142,Surf Coast Shire Council,Vic,Australia
SE-00006154,Anglesea Primary School OSHC,PR-00002949,Centre,85 Camp Road,ANGLESEA,3230,0352631231,0352632923,anglesea.ps@edumail.vic.gov.au,20.0,Not,-38.3968466,144.1912492,Anglesea Primary School,Vic,Australia
SE-00002670,The Jan Juc Preschool,PR-00001839,Centre,91a Sunset Strip,JAN JUC,3228,03 5261 2643,03 5261 2643,janjuckin@surfcoast.vic.gov.au,79.0,Exceeding,-38.3497385,144.2930147,Surf Coast Shire Council,Vic,Australia
SE-40006529,Butterfield House Child Care and Kindergarten,PR-00001494,Centre,240 Great Ocean Rd,JAN JUC,3228,0352646803,,kinder@ccg.vic.edu.au,77.0,NA,-38.3382102,144.2917163,Eden Quality Services Pty Ltd,Vic,Australia
SE-00003939,Helen M Kininmonth Kindergarten,PR-00001839,Centre,28 Hesse Street,WINCHELSEA,3241,03 5267 2061,,hmk.kindergarten@surfcoast.vic.gov.au,30.0,Exceeding,-38.2428164,143.9892331,Surf Coast Shire Council,Vic,Australia
SE-00011915,Winchelsea Primary School,PR-00006943,Centre,60 Main Street,WINCHELSEA,3241,03 5267 2134,03 5267 2550,turner.karen.k@edumail.vic.gov.au,30.0,Meeting,-38.2448073,143.9843911,Winchelsea Primary School,Vic,Australia
SE-00003940,Lorne Kindergarten,PR-00001839,Centre,Smith Street,LORNE,3232,03 5289 1734,,lorne.kin@kindergarten.vic.gov.au,31.0,Exceeding,-38.5446296,143.9768821,Surf Coast Shire Council,Vic,Australia
SE-00004273,Torquay Kindergarten,PR-00001839,Centre,27 Grossmans Road,TORQUAY,3228,03 5261 2526,03 5261 2388,torquay.kin@kindergarten.vic.gov.au,90.0,Exceeding,-38.3220347,144.3146475,Surf Coast Shire Council,Vic,Australia
SE-00005487,Surf Coast Shire Family Day Care Scheme,PR-00001839,Family,1 Merrijig Drive,TORQUAY,3228,0352610633,0352614527,familydaycare@surfcoast.vic.gov.au,,Exceeding,-38.3053145,144.3267255,Surf Coast Shire Council,Vic,Australia
SE-40008729,Kurrambee Myaring Community Centre,PR-00001839,Centre,12 Merrijig Drive,TORQUAY,3228,0352610573,0352610525,jwelsh@surfcoast.vic.gov.au,95.0,NA,-38.3079998,144.3227164,Surf Coast Shire Council,Vic,Australia
SE-00004265,Kids Club Torquay,PR-00000823,Centre,Attunga Drive,TORQUAY,3228,03 5261 9822,03 5261 9049,torquaykidsclub@gelcmail.com.au,72.0,Exceeding,-38.3247327,144.3121622,Guardian Community Early Learning Centres Pty Ltd,Vic,Australia
SE-00004068,Southern Cross Montessori,PR-40001794,Centre,21 Henty Street,TORQUAY,3228,52616670,,info@scmontessori.com.au,28.0,Meeting,-38.322556,144.3193387,Southern Cross Montessori PTY LTD ATF Tormont Trust,Vic,Australia
SE-40009118,"Torquay YMCA Early Learning Centre, Torquay Coast YMCA Before and After School Program, Torquay YMCA Holiday Program",PR-00001946,Centre,35 Legacy Drive,TORQUAY,3228,0383710500,,childrensservices.vic@ymca.org.au,224.0,NA,-38.3043375,144.3366228,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00005494,"Camp Australia - St Therese Primary School, Torquay OSHC",PR-00002539,Centre,50 Grossmans Rd,TORQUAY,3228,1300 105 343,,opsadmin@campaustralia.com.au,30.0,Exceeding,-38.3211092,144.3122865,Camp Australia Pty Limited,Vic,Australia
SE-40011434,Camp Australia - Lisieux Catholic Primary School OSHC,PR-00002539,Centre,90 South Beach Road,TORQUAY,3228,1300105343,,Opsadmin@campaustralia.com.au,11.0,NA,-38.3020903,144.3323372,Camp Australia Pty Limited,Vic,Australia
SE-00004769,Goodstart Early Learning Torquay,PR-00001129,Centre,86 Beach Road,TORQUAY,3228,0352616185,0352616322,tqy@goodstart.org.au,45.0,Meeting,-38.3253939,144.3158272,Goodstart Early Learning Ltd,Vic,Australia
SE-00005993,Torquay College Out of School Hours Care,PR-00003022,Centre,45-55 Grossmans Road,TORQUAY,3228,03 5261 0946,03 5261 4324,torquay.p6.co@edumail.vic.gov.au,150.0,Not,-38.3218698,144.3127177,Torquay College P-9,Vic,Australia
SE-40000731,Torquay Early Learning Centre,PR-40000176,Centre,25 Grossmans Rd,TORQUAY,3228,0352647416,,office@telc.com.au,115.0,Exceeding,-38.3220358,144.3148411,Torquay Christian Fellowship Care Incorporated,Vic,Australia
SE-40007761,Eclipse Early Education Torquay,PR-40009597,Centre,78 - 80 Beach Rd,TORQUAY,3228,0352646833,,torquay@eeeg.com.au,95.0,NA,-38.3257048,144.3163863,EG26 Operations PTY LTD ATF EG26 Operations Unit Trust,Vic,Australia
SE-40008834,Little Groms Early Learning,PR-40010327,Centre,88 Geelong Rd,TORQUAY,3228,03 5261 6640,,littlegroms.earlylearning@gmail.com,30.0,NA,-38.3292745,144.3173302,LITTLE GROMS EARLY LEARNING PTY LTD ATF Little Groms Early Learning Family Trust,Vic,Australia
SE-40010468,Childs Play Torquay,PR-40012594,Centre,1 Pintail Drive,TORQUAY,3228,0352960105,,torquay@childsplayelc.com.au,141.0,NA,-38.3034406,144.3414142,CHILDSPLAYTORQUAY PTY LTD,Vic,Australia
SE-00002675,City Learning & Care - Drysdale,PR-00001551,Centre,2/25 Eversley Street,DRYSDALE,3222,03 5272 4791,5253 2090,ksandilands@geelongcity.vic.gov.au,40.0,Exceeding,-38.1740456,144.567903,Greater Geelong City Council,Vic,Australia
SE-00002676,Drysdale Preschool,PR-00001533,Centre,13 Eversley Street,DRYSDALE,3222,0352531663,,drysdale.kin@kindergarten.vic.gov.au,30.0,Exceeding,-38.174777,144.570029,Bethany Kindergarten Services Limited,Vic,Australia
SE-00005874,Camp Australia - Drysdale Primary School OSHC,PR-00002539,Centre,Stonehouse Place,DRYSDALE,3222,1300105343,,oshc@campaustralia.com.au,80.0,Meeting,-38.1695382,144.5738848,Camp Australia Pty Limited,Vic,Australia
SE-00011420,Camp Australia - Christian College Geelong Bellarine Campus OSHC,PR-00002539,Centre,40 Collins Street,DRYSDALE,3222,1300105343,,opsadmin@campaustralia.com.au,49.0,Meeting,-38.1709393,144.5736755,Camp Australia Pty Limited,Vic,Australia
